signature, title, work, edition/literature, record
                    ,,,edition,THE ROMAN CONGREGATION FOR THE EASTERN CHURCHES (ed.) Mäṣḥafä ṭǝmqätä krǝstǝnna qǝddǝst ‘Book of Holy Baptism’ Rome 1965 E.C. [1973 A.D.];
                    ,,,edition,TÄSFA GÄBRÄ ŚƎLLASE (ed.) Mäṣḥafä krǝstǝnna ‘Book of Christening’ Addis Abäba 1964 E.C. [1971/72 A.D.]; 21983 E.C. [1990/91 A.D.];
                    ,,,edition,Editions:
                    ,,,literature,E. FRITSCH The Ritual of Baptism of the Ethiopian Church Arba-Minch 1998;
                    ,,,literature,EAE III 439-41;
                    ,,,literature,F. TALVACCHIA “Il rituale etiopico del S. Battesimo” Bessarione 24 [36] 1920 206-09; 25 [37] 1921 163-68; 26 [38] 1922 283-96.
                    ,,,literature,GuiSLett 26f.;
                    ,,,literature,O. H. E. KHS. BURMESTER “The Baptismal Rite of the Coptic Church” Bulletin de la Société d’Archéologie Copte d’Alexandrie 9 1945 27-86;
                    ,,,literature,EAE I 468-70;
                    ,,II. Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”,,
,,,edition,Fr. PRAETORIUS (ed. tr.) Mazḥafa Tomâr: Das Aethiopische Briefbuch Leipzig 1896;
                    ,,,edition,I. BACKUS (tr.) “Lettre de Jésus-Christ sur le dimanche“ in: P. GEOLTRAIN – J.-D. KAESTLI (eds.) Écrits apocryphes chrétiens vol. 2 Paris 2005 1099-19.
                    ,,,edition,M. BITTNER (ed. tr.) Der vom Himmel gefallene Brief Christi: in seinen morgenländischen Versionen und Rezensionen Wien 1906 (Denkschriften der Kaiserlichen Akademie der Wissenschaften Philosophisch-historische Klasse 51:1) 216-30.
                    ,,,edition,R. BASSET (tr.) Les apocryphes éthiopiens II: Mas’h’afa T’omar (Livre de l’Épître) Paris 1893;
                    ,,,edition,Translations:
                    ,,,edition,Editions and translations:
                    ,,,literature,GuiSLett 73;
                    ,,,literature,M. VAN ESBROECK “La Lettre sur le Dimanche descendue du ciel” ABoll 107 1989 267-84.
                    ,,,literature,EAE IV 970-1;
                    ,,III. Śǝrʿatä fäws mänfäsawit “Order of Spiritual Medicine”,,
,,IV. Mäṣḥafä qedär “Book of the Jar”,,
,,,edition,TÄSFA GÄBRÄ ŚƎLLASE (ed.) መጽሐፈ፡ ክርስትና፤ መጽሐፈ፡ ተክሊል፤ መጽሐፈ፡ ቄደር፤ መጽሐፈ፡ ቀንዲል Mäṣḥafä krǝstǝnna; mäṣḥafä täklil; mäṣḥafä qedär; mäṣḥafä qändil ‘Book of Christening; Book of the Marriage Ritual; Book of the Jar; Book of the Ritual of the Unction’ Addis Abäba 1993 E.C. [2000/01 A.D.];
                    ,,,edition,TÄSFA GÄBRÄ ŚƎLLASE (ed.) መጽሐፈ፡ ቄደር፡ ወቀኖና፤ ጥምቀተ፡ ንስሐ Mäṣḥafä qedär wä-qänona; ṭǝmqätä nǝssǝḥa ‘Book of the Jar; Baptism of Penance’ Addis Abäba 1962 E.C. [1969/70 A.D.];
                    ,,,literature,DillmLond IX 2 e.
                    ,,,literature,EAE III 270-71;
                    ,,,literature,G. Viaud “Le Qidra dans la tradition égyptienne” Bulletin de la Société d’Archéologie Copte 37 1988 117-20.
                    ,,,literature,L.S.B. MACCOULL “The Rite of the Jar: Apostasy and Reconciliation in the Medieval Coptic Orthodox Church” in: D. WOLFHAL (ed.) Peace and Negotiation: Strategies for Coexistence in the Middle Ages and the Renaissance Turnhout 2000 145-62;
                    ,,,literature,O.H.E. KHS-BURMESTER The Egyptian or Coptic Church: a Detailed Description of Her Ritual Services and the Rites and Ceremonies Observed in the Administration of Her Sacraments Cairo 1967 (Publications de la Société d’Archéologie Copte 10) 316-20;
                    ,,,literature,R. COWLEY [review of EMML VIII] JSS 32 2 1987 372-74;
                    ,,,literature,H. BRACKMAN – T. CHRONZ-U. ZANETTI „Der Palästinische Rekonziliationritus für Apostaten: al-uṣmūn = hilasmos. Eine Anmerkung zur Passio des Martyrer-Abtes ‘Abd al-Masiḥ vom Sinaiʼ“ OrChr 93 2009 [2010] 113-16;
                    AQG-001,Dawit “Psalter”,,,
            ,,,,
AQG-012,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AQG-015,Dawit “Psalter”,,,
            ,,,,
AQG-009,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MKL-008,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AGM-003,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
ATH-001,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
AKM-001,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
MR-026,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
MR-033,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
AQM-003,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
DAY-003,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
GKM-005,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
MR-032,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
MM-001,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
MA-001,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
AQG-013,Bǝsratä Yoḥannǝs “Gospel of John”,,,
            ,,,,
DMA-001,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
QMB-005,Gädlä Kiros “Vita of Kiros” / Mälkǝʾa Kiros “Image of Kiros” (IV),,,
            ,,I. Gädlä Kiros “Vita of Kiros”,,
,,,edition,BSaint 1090-93 (the Synaxarion).
                    ,,,literature,CE VII 2083.
                    ,,,literature,EAE III 409b-411a.
                    ,,,literature,ID “ʻThe Egyptian Saintsʼ of the Abyssinian Hagiography” Aethiopica 8 2005 112-29.
                    ,,,literature,P. MARRASSINI “Il Gadla Kiros” in: V. Böll et al. (eds.) Studia Aethiopica. In Honour of Siegbert Uhlig on the Occassion of his 65th birthday Wiesbaden 2004 79-90.
                    ,,,literature,BS III 1344.
                    ,,II. Mälkǝʾa Kiros “Image of Kiros” (IV),,
AQG-003,ʾArbaʿtu wängel Four Gospels,,,
            ,,,,
DMD-013,Gädlä Kiros “Vita of Kiros” / Mälkǝʾa Kiros “Image of Kiros” (II) / Mälkǝʾa Kiros “Image of Kiros” (III),,,
            ,,I. Gädlä Kiros “Vita of Kiros”,,
,,,edition,BSaint 1090-93 (the Synaxarion).
                    ,,,literature,CE VII 2083.
                    ,,,literature,EAE III “Kiros”.
                    ,,,literature,ID “ʻThe Egyptian Saintsʼ of the Abyssinian Hagiography” Aethiopica 8 2005 112-29.
                    ,,,literature,P. MARRASSINI “Il Gadla Kiros” in: V. Böll et al. (eds.) Studia Aethiopica. In Honour of Siegbert Uhlig on the Occassion of his 65th birthday Wiesbaden 2004 79-90.
                    ,,,literature,BS III 1344.
                    ,,II. Mälkǝʾa Kiros “Image of Kiros” (II),,
,,III. Sälam-hymn to Kiros,,
MQM-002,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DD-035,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
MKL-016,Gädlä Kiros “Vita of Kiros” / Mälkǝʾa Kiros “Image of Kiros” (I) / Homily by Rǝtuʿa Haymanot on the Four Living Creatures,,,
            ,,I. Gädlä Kiros “Vita of Kiros”,,
,,,edition,BSaint 1090-93 (the Synaxarion).
                    ,,,literature,CE VII 2083.
                    ,,,literature,EAE III “Kiros” 409-411.
                    ,,,literature,ID “ʻThe Egyptian Saintsʼ of the Abyssinian Hagiography” Aethiopica 8 2005 112-29.
                    ,,,literature,P. MARRASSINI “Il Gadla Kiros” in: V. Böll et al. (eds.) Studia Aethiopica. In Honour of Siegbert Uhlig on the Occassion of his 65th birthday Wiesbaden 2004 79-90.
                    ,,,literature,BS III 1344.
                    ,,II. Mälkǝʾa Kiros “Image of Kiros” (I),,
,,III. Dǝrsan zä-ʾarbaʿtu ʾǝnsǝsa “Homily on the Four Living Creatures”,,
,,,literature,EAE IV “Rǝtuʿa Haymanot” 382-383.
                    DDM-007,Gädlä Kiros “Vita of Kiros” / Mäzmurä Dawit “Psalms of David”,,,
            ,,,,
DMA-004,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
ETH-011,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
QDS-003,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DZ-009,Dǝggwa Antiphonary / Mǝʿǝraf The Common of the Office / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
MMA-009,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
NSM-003,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
GBI-001,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
SSB-004,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
GMS-002,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
GMG-002,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DDM-016,Bǝsratä Yoḥannǝs “Gospel of John”,,,
            ,,,,
MKL-005,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
MSM-006,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
KTM-004,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
GMG-003,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DMD-003,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DDM-013,ʾAmmǝstu ʾaʿmadä mǝsṭir The Five Pillars of Mystery’’,,,
            ,,,,
GBI-005,Ammǝstu ʾaʿmadä mǝsṭir The Five Pillars of Mystery / Tǝmhǝrtä ḫǝbuʿat Teaching of Mysteries,,,
            ,,,,
BGY-006,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DDM-001,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DZ-019,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of Täklä Haymanot”,,,
            ,,,,
BQM-004,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
QSM-025,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Mälkǝʿa Täklä Haymanot “Image of Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot”,,,
            ,,,,
DZ-018,Gädlä sämaʿtat Vitae of Saints and Martyrs,,,
            ,,,,
ETH-008,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
FBM-013,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot”,,,
            ,,,,
MR-036,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot”,,,
            ,,,,
AP-048,Gädlä Giyorgis Vita of George / Täʾamrä Giyorgis Miracles of George,,,
            ,,,,
DDM-020,Bǝsratä Yoḥannǝs Gospel of John / Mälkǝʾa Maryam Image of Mary,,,
            ,,,,
BQM-012,Gädlä Giyorgis “Vita of George” / Täʾamrä Giyorgis “Miracles of George”,,,
            ,,,,
DSM-002,ʾArbaʿtu wängel “Four Gospels” / Homily by John Chrysostom on the Lord's Prayer,,,
            ,,,,
MR-038,Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of Täklä Haymanot” / Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot”,,,
            ,,,,
QSM-009,Gädlä Giyorgis “Vita of George” / Täʾamrä Giyorgis “Miracles of George” / Mälkǝʾa Giyorgis “Image of George”,,,
            ,,,,
SDM-018,ʾAmmǝstu ʾaʿmadä mǝsṭir “The Five Pillars of Mystery”,,,
            ,,,,
MSM-003,Mäṣḥafä lǝdätu lä-ʾabunä Täklä Haymanot “Book of the Genealogy of Täklä Haymanot” / Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot”,,,
            ,,,,
KY-013,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
QSM-024,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
MMA-001,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
QSM-014,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QQM-019,Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”/ Mälkǝʾa Giyorgis “Image of George”/ Ṣälot bä-ʾǝntä lǝssanä säbʾ “Prayer Concerning the Men’s Tongue”,,,
            ,,I. Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,
,,,edition,EOTC (ed.) Säbatu kidanat qǝddase Maryam. Mälkǝʾa gubaʾe Addis Abäba 1959 A.M. [1966/67 A.D.] 226-35 (no. 13).
                    ,,,literature,D. COHEN “Un poème éthiopien: Le Malkeʾ du Christ ‘Sauveur du monde’ (madḫānē ʿalam)” JA 254 1957 147-83.
                    ,,,literature,GETATCHEW HAILE “Builders of Churches and Authors of Hymns: Makers of History in Ethiopian Church” PICES 10 vol. 1 272-279 here 372-74.
                    ,,,literature,GuiSLett 66.
                    ,,,literature,HABTEMICHAEL KIDANE “Mälkǝʾa gubaʾe” EAE III 704-05.
                    ,,,literature,HABTEMICHAEL KIDANE “Mälkǝʾ” EAE III 700-02.
                    ,,,literature,K. PENDERSEN “The Mälkeʾ: an Ethiopian Prayer of Latin Origin?” PICES 8 vol. 2 547-60.
                    ,,,literature,ChRep 202 no. 164.
                    ,,II. Mälkǝʾa Giyorgis “Image of George”,,
,,,edition,EOTC (ed.) Gädlä Giyorgis wä-täʾamrihu zä-mǝslä mälkǝʾa Giyorgis Addis Abäba 1961 A.M. [1968/69 A.D.] 191-99.
                    ,,,edition,EOTC (ed.) Säbatu kidanat qǝddase Maryam. Mälkǝʾa gubaʾe Addis Abäba 1959 A.M. [1966/67 A.D.] 464-514 (nos. 28-29).
                    ,,,literature,GETATCHEW HAILE “Builders of Churches and Authors of Hymns: Makers of History in Ethiopian Church” PICES 10 vol. 1 272-79 here 372-74.
                    ,,,literature,GuiSLett 66.
                    ,,,literature,HABTEMICHAEL KIDANE “Mälkǝʾa Gubaʾe” EAE III 704-05.
                    ,,,literature,HABTEMICHAEL KIDANE “Mälkǝʾ” EAE III 700-02.
                    ,,,literature,K. PENDERSEN “The Mälkeʾ: an Ethiopian Prayer of Latin Origin?” PICES 8 vol. 2 547-60.
                    ,,,literature,ChRep 196 (no. 83) 121 (no. 121).
                    ,,III. Ṣälot bäʾǝntä lǝssanä säbʾ “Prayer Concerning the Men’s Tongue”,,
,,,edition,EOTC (ed.) Säbatu kidanat qǝddase Maryam. Mälkǝʾa gubaʾe Addis Abäba 1959 A.M. [1966/67 A.D.] 271-90 (no. 16).
                    ,,,edition,TÄSFA GÄBRÄ ŚƎLLASE (ed.) Lǝssanä säbʾ Addis Abäba 1947 A.M [1954/55 A.D.].
                    ,,,literature,D. LIFCHITZ Textes éthiopiens magico-religieux Paris 1940 240-43.
                    ,,,literature,GuiSLett 66.
                    ,,,literature,HABTEMICHAEL KIDANE – Nosnitsin D. “Lǝssanä säbʾ” EAE III 553-54.
                    ,,,literature,HABTEMICHAEL KIDANE “Mälkǝ ʾa Gubaʾe” EAE III 704-05.
                    ,,,literature,GETATCHEW HAILE “Builders of Churches and Authors of Hymns: Makers of History in Ethiopian Church” PICES 10 vol. 1 1988 272-79.
                    UM-020,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mäṣḥafä fǝlsätu lä-ʾabunä Täklä Haymanot “Book of the Translation of ʾabunä Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of ʾabunä Täklä Haymanot”,,,
            ,,,,
DSM-017,Gädlä Ṣadәqan [zä-Baräknaha] “Vita of the Righteous Ones [of Baräknaha]” / Mälkәʾa Ṣadәqan [zä-Baräknaha] “Image of the Righteous Ones [of Baräknaha]” / Dәrsanä sänbätä krәstiyan “Homily on the Christian Sabbath”,,,
            ,,I. Gädlä Ṣadәqan [zä-Baräknaha] “Vita of the Righteous Ones [of Baräknaha]”,,
,,,edition,O. RAINIERI “«Gadla Ṣādqān» o «Vita dei Giusti» missionary dell’Etiopia nel VI secolo” Nicolaus 7 1 1979 143-63.
                    ,,,edition,R. SCHNEIDER “Une page du Gadla Ṣādqān” AE 5 1963 167-69.
                    ,,,edition,C. CONTI ROSSINI “Il Gadla Ṣādqān” in: Ricordi di un soggiorno in Eritrea Asmara 1903 7-22.
                    ,,,literature,BHO 177.
                    ,,,literature,EAE IV “Ṣadәqan”.
                    ,,,literature,KinBibl 87.
                    ,,,literature,O. RAINERI “Ṣādqān” in: EncSan vol. 2 918.
                    ,,,literature,S. HABLE-SELLASSE “Ṣadqan” in: DicEthBio 140-41.
                    ,,,literature,A. BRITA I racconti tradizionali sulla «seconda cristianizzazione» dell’Etiopia. Il ciclo agiografico dei nove santi” Napoli 2010 (Studi Africanistici. Serie Etiopica 7) 3-8.
                    ,,II. Mälkәʾa Ṣadәqan [zä-Baräknaha] “Image of the Righteous Ones [of Baräknaha]”,,
